EVD,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_60,bin_61,bin_62,bin_63,bin_64,bin_65,bin_66,bin_67,bin_68,bin_69,bin_70,bin_71,bin_72,bin_73,bin_74,bin_75,bin_76,bin_77,bin_78,bin_79,bin_80
AT5TE20395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.694375,0.9164999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8263636363636363,0.0,0.0,0.0,0.0,0.694375,0.0,0.0,0.0,0.0,3.3333333333333335,1.25,1.2985714285714285,0.0,0.0,0.0,0.0,0.0,0.0,3.593333333333333,27.452727272727273,17.436666666666667,0.714,5.926666666666667,5.3975,15.409,16.6675,9.333,14.290000000000001,1.1116666666666666,1.919090909090909,8.501111111111111,1.6675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.520625,0.0,0.0,0.0,0.0
AT5TE20395,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.3703333333333333,0.45824999999999994,0.5209375,0.0,0.0,0.0,0.0,0.0,0.9921428571428572,0.0,1.3222727272727273,0.0,0.0,0.0,0.0,0.3471875,0.27791666666666665,0.0,0.0,0.0,1.8181818181818181,0.7692307692307693,2.8622222222222224,0.0,0.3757894736842105,0.0,0.0,0.0,0.8333333333333334,3.031111111111111,29.8435,16.439230769230768,0.714,5.86952380952381,4.621111111111111,8.02142857142857,4.762142857142857,5.2914814814814815,7.145,0.35105263157894734,0.7539285714285714,4.75875,0.4764285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.34708333333333335,0.520625,0.0,0.0,0.3757894736842105
