ONSEN,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_60,bin_61,bin_62,bin_63,bin_64,bin_65,bin_66,bin_67,bin_68,bin_69,bin_70,bin_71,bin_72,bin_73,bin_74,bin_75,bin_76,bin_77,bin_78,bin_79,bin_80,bin_81,bin_82,bin_83,bin_84,bin_85,bin_86,bin_87,bin_88,bin_89,bin_90,bin_91,bin_92,bin_93,bin_94,bin_95,bin_96,bin_97,bin_98,bin_99,bin_100
AT1TE12295,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,77.78,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.665,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,74.54666666666667,0.0,0.0,0.0,0.0,0.0,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT1TE24850,0.0,0.0,0.0,0,0.0,0.0,0.0,86.51,63.89000000000001,0.0,64.53,0.0,72.22333333333334,100.0,0.0,100.0,73.59333333333333,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,70.47666666666667,47.855000000000004,0.0,25.0,0.0,0.0,0.0,72.225,0.0,0.0,0.0,47.917500000000004,63.33500000000001,0.0,0.0,0.0,38.635,37.5,0.0,0.0,64.76333333333334,70.0,0.0,46.153333333333336,64.925,45.832499999999996,67.0525,66.67,0.0,0.0,33.33,83.33500000000001,16.665,33.33,0.0,0.0,0.0,29.1675,36.11,60.260000000000005,0.0,0.0,0.0,0.0,0.0,0.0,75.0,15.38,30.0,30.77,0.0,72.70750000000001,100.0,45.835,0.0,48.035,44.875,58.335,0.0,49.208333333333336,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
AT1TE59755,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,57.14,0.0,44.44,33.33,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.46333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,37.5,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.44333333333333,40.556666666666665,0.0,29.046666666666667,46.026666666666664,0.0
AT1TE71045,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,47.004999999999995,0.0,49.465,0.0,48.60999999999999,0.0,55.56,33.035,54.86,0.0,31.11,22.22,0.0,37.6175,0.0,75.715,0.0,0.0,0.0,0.0,0.0,78.57,44.166666666666664,48.60999999999999,0.0,0.0,0.0,0.0,0.0,51.32333333333333,0.0,45.45,0.0,57.1425,66.24000000000001,66.6675,61.54,0.0,55.555,61.66499999999999,48.75,0.0,20.0,0.0,23.8625,0.0,0.0,0.0,62.5,0.0,0.0,0.0,16.67,0.0,0.0,66.85166666666667,0.0,0.0,0.0,63.49,0.0,0.0,0.0,32.725,0.0,0.0,20.0,0.0,83.8075,72.73,40.0,75.0,0.0,77.42999999999999,80.09333333333333,0.0,96.4275,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT3TE54550,38.885,0.0,20.0,0,0.0,0.0,0.0,0.0,0.0,45.0,6.9433333333333325,23.81,6.986666666666667,0.0,14.29,0.0,0.0,33.33,0.0,0.0,13.33,0.0,12.5,0.0,0.0,0.0,21.0,0.0,0.0,0.0,16.19,0.0,25.0,14.285,0.0,14.29,0.0,16.67,0.0,0.0,25.0,14.459999999999999,0.0,42.839999999999996,0.0,42.22,22.523999999999997,40.47666666666667,36.51,42.13666666666666,19.3175,33.33,37.082499999999996,57.0,42.86,40.0,22.223333333333333,69.16499999999999,16.665,25.0,0.0,0.0,10.0,60.0,49.78333333333334,28.5725,15.873333333333333,90.0,19.05,0.0,62.5,21.43,33.653333333333336,7.145,71.43,0.0,54.165,55.0,9.09,12.5,35.47666666666667,0.0,11.11,50.0,27.38,0.0,26.986666666666668,0.0,42.86,16.883333333333333,15.873333333333333,0.0,0.0,33.33,6.25,0.0,0.0,72.225,0.0,0.0
AT3TE89830,42.86,0.0,0.0,0,0.0,0.0,55.56,0.0,27.78,0.0,16.67,57.14,0.0,46.82333333333333,42.86,63.335,0.0,0.0,38.8675,0.0,80.0,0.0,0.0,53.33,0.0,0.0,0.0,53.33,0.0,0.0,0.0,63.332499999999996,74.74333333333334,53.0,0.0,40.0,45.832499999999996,8.335,0.0,53.333333333333336,65.55666666666667,36.668,29.165,26.67,0.0,33.33,8.3325,14.76142857142857,4.761666666666667,0.0,16.6675,16.048571428571428,21.506666666666664,5.3340000000000005,0.0,35.71,0.0,0.0,11.746666666666668,0.0,20.455,20.0,0.0,0.0,0.0,0.0,15.0,16.25,0.0,0.0,0.0,0.0,0.0,0.0,10.91,0.0,32.375,0.0,46.67,7.6933333333333325,0.0,26.334000000000003,0.0,9.09,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.375
AT3TE92525,50.0,0.0,0.0,0,0.0,0.0,0.0,75.0,0.0,0.0,80.0,0.0,48.215,71.43,50.0,59.739999999999995,60.0,69.23,0.0,94.19333333333333,73.33333333333333,75.38499999999999,33.33,43.165,66.67,55.0,57.14,91.67,0.0,0.0,0.0,0.0,0.0,30.0,35.07,60.0,14.5825,0.0,0.0,23.810000000000002,9.09,27.27333333333333,0.0,46.925,0.0,60.0,0.0,48.417500000000004,48.14666666666667,44.61666666666667,51.07,0.0,53.33,33.335,37.0125,0.0,8.333333333333334,7.272,26.061666666666667,0.0,0.0,8.571428571428571,0.0,0.0,0.0,0.0,10.77,0.0,17.5,20.203333333333333,0.0,0.0,60.95333333333334,0.0,0.0,0.0,0.0,6.666666666666667,0.0,15.15,5.0,11.904285714285715,16.204444444444444,3.5725,26.77,33.333333333333336,77.38,8.162857142857144,0.0,30.951999999999998,50.995000000000005,7.145,0.0,22.221666666666664,0.0,0.0,0.0,0.0,0.0,0.0
AT5TE15240,60.0,0.0,44.44,0,50.0,50.0,0.0,63.89000000000001,0.0,37.5,25.0,0.0,54.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,41.057500000000005,0.0,0.0,0.0,0.0,50.0,53.335,0.0,60.0,0.0,0.0,80.0,50.0,39.585,58.92666666666667,50.0,0.0,40.0,77.78,70.93666666666667,0.0,25.0,33.33,32.276666666666664,0.0,0.0,62.5,0.0,0.0,100.0,0.0,37.5,0.0,75.0,85.71,0.0,0.0,55.56,0.0,0.0,0.0,0.0,0.0,0.0,44.44,0.0,53.47,67.17,55.56,60.0,0.0,75.0,73.215,0.0,78.57,100.0,0.0,0.0,0.0,0.0,51.385,0.0,0.0,77.78,75.0,0.0,86.74166666666667,72.5,65.0,68.69800000000001,90.0,39.582499999999996,61.11166666666667,67.95857142857143,51.666,83.33500000000001,83.33333333333333,0.0,0.0
